epoch,lr_scheduler,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.0005,554,,,,,,
3,,554,,,0.4921923577785492,0.8324000239372253,,
,0.0005,559,,,,,,
3,,559,,,0.4929884374141693,1.1134568452835083,,
,0.0005,564,,,,,,
3,,564,,,0.49421340227127075,0.8650217056274414,,
,0.0005,569,,,,,,
3,,569,,,0.49552664160728455,0.9697710275650024,,
,0.0005,574,,,,,,
3,,574,,,0.49708905816078186,0.7177822589874268,,
,0.0005,579,,,,,,
3,,579,,,0.497949481010437,1.1855919361114502,,
3,,579,,,,,0.5674080848693848,0.8462228775024414
,0.0005,584,,,,,,
4,,584,,,0.4986090362071991,1.0736289024353027,,
,0.0005,589,,,,,,
4,,589,,,0.4995225965976715,0.905979335308075,,
,0.0005,594,,,,,,
4,,594,,,0.501262366771698,1.1673932075500488,,
,0.0005,599,,,,,,
4,,599,,,0.5022950172424316,0.7986356616020203,,
,0.0005,604,,,,,,
4,,604,,,0.5034657716751099,0.9438580274581909,,
,0.0005,609,,,,,,
4,,609,,,0.504565954208374,1.0593533515930176,,
,0.0005,614,,,,,,
4,,614,,,0.5054447650909424,0.8366252183914185,,
,0.0005,619,,,,,,
4,,619,,,0.5070159435272217,0.9652633666992188,,
,0.0005,624,,,,,,
4,,624,,,0.5082114934921265,0.9965507388114929,,
,0.0005,629,,,,,,
4,,629,,,0.5094377398490906,0.8030142784118652,,
,0.0005,634,,,,,,
4,,634,,,0.5102996230125427,0.7467184662818909,,
,0.0005,639,,,,,,
4,,639,,,0.5112947225570679,0.7668856978416443,,
,0.0005,644,,,,,,
4,,644,,,0.5118377804756165,1.0335023403167725,,
,0.0005,649,,,,,,
4,,649,,,0.5126612782478333,0.8342891931533813,,
,0.0005,654,,,,,,
4,,654,,,0.5138066411018372,0.822039783000946,,
,0.0005,659,,,,,,
4,,659,,,0.5144604444503784,0.9668249487876892,,
,0.0005,664,,,,,,
4,,664,,,0.5153867602348328,0.9288894534111023,,
,0.0005,669,,,,,,
4,,669,,,0.5162058472633362,0.9809252619743347,,
,0.0005,674,,,,,,
4,,674,,,0.5172445774078369,0.8686577081680298,,
,0.0005,679,,,,,,
4,,679,,,0.5181759595870972,0.7185782194137573,,
,0.0005,684,,,,,,
4,,684,,,0.5187283158302307,1.0391528606414795,,
,0.0005,689,,,,,,
4,,689,,,0.5195447206497192,0.9995746612548828,,
,0.0005,694,,,,,,
4,,694,,,0.5203943848609924,0.6479288935661316,,
,0.0005,699,,,,,,
4,,699,,,0.5210530757904053,0.9515280723571777,,
,0.0005,704,,,,,,
4,,704,,,0.521524965763092,1.1695162057876587,,
,0.0005,709,,,,,,
4,,709,,,0.5222986340522766,0.68572598695755,,
,0.0005,714,,,,,,
4,,714,,,0.5229301452636719,0.9498919248580933,,
,0.0005,719,,,,,,
4,,719,,,0.5235964059829712,1.1288293600082397,,
,0.0005,724,,,,,,
4,,724,,,0.5238506197929382,1.0399060249328613,,
4,,724,,,,,0.5896047353744507,0.813206672668457
,0.0005,729,,,,,,
5,,729,,,0.5244158506393433,0.7849745154380798,,
,0.0005,734,,,,,,
5,,734,,,0.5256972312927246,0.6660288572311401,,
,0.0005,739,,,,,,
5,,739,,,0.5265383720397949,1.009373426437378,,
,0.0005,744,,,,,,
5,,744,,,0.5277462601661682,0.8152211904525757,,
,0.0005,749,,,,,,
5,,749,,,0.5288963317871094,0.7544029355049133,,
,0.0005,754,,,,,,
5,,754,,,0.5298652648925781,0.872006356716156,,
,0.0005,759,,,,,,
5,,759,,,0.5304096937179565,0.9332417249679565,,
,0.0005,764,,,,,,
5,,764,,,0.5311924815177917,1.028595209121704,,
,0.0005,769,,,,,,
5,,769,,,0.5316805243492126,1.075569987297058,,
,0.0005,774,,,,,,
5,,774,,,0.532687246799469,0.7663182020187378,,
,0.0005,779,,,,,,
5,,779,,,0.5334001779556274,0.8447220921516418,,
,0.0005,784,,,,,,
5,,784,,,0.5341439247131348,1.0632226467132568,,
,0.0005,789,,,,,,
5,,789,,,0.5348781943321228,0.8140589594841003,,
,0.0005,794,,,,,,
5,,794,,,0.5361149311065674,0.7822471857070923,,
,0.0005,799,,,,,,
5,,799,,,0.5369841456413269,0.709929883480072,,
,0.0005,804,,,,,,
5,,804,,,0.5376482009887695,0.7497063279151917,,
,0.0005,809,,,,,,
5,,809,,,0.5381108522415161,1.1319851875305176,,
,0.0005,814,,,,,,
5,,814,,,0.5390669703483582,1.119709849357605,,
,0.0005,819,,,,,,
5,,819,,,0.5397824645042419,0.6827735900878906,,
,0.0005,824,,,,,,
5,,824,,,0.5402616858482361,0.9488394260406494,,
,0.0005,829,,,,,,
5,,829,,,0.5408105850219727,0.8325002193450928,,
,0.0005,834,,,,,,
5,,834,,,0.5413528084754944,0.6639731526374817,,
,0.0005,839,,,,,,
5,,839,,,0.5421866178512573,0.8129660487174988,,
,0.0005,844,,,,,,
5,,844,,,0.5426402688026428,1.103205680847168,,
,0.0005,849,,,,,,
5,,849,,,0.5429412722587585,0.8667096495628357,,
,0.0005,854,,,,,,
5,,854,,,0.5435315370559692,0.7663742899894714,,
,0.0005,859,,,,,,
5,,859,,,0.5442605018615723,0.8308393359184265,,
,0.0005,864,,,,,,
5,,864,,,0.5446192622184753,0.9558334350585938,,
,0.0005,869,,,,,,
5,,869,,,0.5450032353401184,0.823779284954071,,
5,,869,,,,,0.6072241067886353,0.7577114105224609
,0.0005,874,,,,,,
6,,874,,,0.5456398725509644,0.7313215136528015,,
,0.0005,879,,,,,,
6,,879,,,0.5465182662010193,0.8259552717208862,,
,0.0005,884,,,,,,
6,,884,,,0.5470330119132996,0.8696774840354919,,
,0.0005,889,,,,,,
6,,889,,,0.5471903681755066,0.8630636930465698,,
,0.0005,894,,,,,,
6,,894,,,0.5483600497245789,0.640673041343689,,
,0.0005,899,,,,,,
6,,899,,,0.5491341352462769,0.7833749055862427,,
,0.0005,904,,,,,,
6,,904,,,0.5497959852218628,0.858833372592926,,
,0.0005,909,,,,,,
6,,909,,,0.5504848957061768,0.7459840178489685,,
,0.0005,914,,,,,,
6,,914,,,0.5510636568069458,0.8279111981391907,,
,0.0005,919,,,,,,
6,,919,,,0.5520103573799133,0.7851354479789734,,
,0.0005,924,,,,,,
6,,924,,,0.5527775883674622,0.6079362630844116,,
,0.0005,929,,,,,,
6,,929,,,0.5535702109336853,0.7856336832046509,,
,0.0005,934,,,,,,
6,,934,,,0.5544213056564331,0.594233512878418,,
,0.0005,939,,,,,,
6,,939,,,0.5551634430885315,0.6180212497711182,,
,0.0005,944,,,,,,
6,,944,,,0.5557984113693237,0.6876840591430664,,
,0.0005,949,,,,,,
6,,949,,,0.556294858455658,0.81531822681427,,
,0.0005,954,,,,,,
6,,954,,,0.5571793913841248,0.6249150633811951,,
,0.0005,959,,,,,,
6,,959,,,0.5577938556671143,1.0665267705917358,,
,0.0005,964,,,,,,
6,,964,,,0.5582398176193237,0.9180048704147339,,
,0.0005,969,,,,,,
6,,969,,,0.5587457418441772,0.6767500042915344,,
,0.0005,974,,,,,,
6,,974,,,0.5589896440505981,0.9714236855506897,,
,0.0005,979,,,,,,
6,,979,,,0.5593907833099365,0.9222532510757446,,
,0.0005,984,,,,,,
6,,984,,,0.5599784255027771,0.8540546298027039,,
,0.0005,989,,,,,,
6,,989,,,0.5604336261749268,0.6758514642715454,,
,0.0005,994,,,,,,
6,,994,,,0.5606956481933594,1.0065330266952515,,
,0.0005,999,,,,,,
6,,999,,,0.5610175728797913,1.033043384552002,,
,0.0005,1004,,,,,,
6,,1004,,,0.5615542531013489,0.7853683829307556,,
,0.0005,1009,,,,,,
6,,1009,,,0.561651885509491,1.0298506021499634,,
,0.0005,1014,,,,,,
6,,1014,,,0.5621781349182129,1.0651068687438965,,
6,,1014,,,,,0.6216068863868713,0.7616570591926575
,0.0005,1019,,,,,,
7,,1019,,,0.5628854632377625,0.7084317207336426,,
,0.0005,1024,,,,,,
7,,1024,,,0.5635247826576233,0.7338382601737976,,
,0.0005,1029,,,,,,
7,,1029,,,0.5639147758483887,0.6837659478187561,,
,0.0005,1034,,,,,,
7,,1034,,,0.5646034479141235,0.7954161167144775,,
,0.0005,1039,,,,,,
7,,1039,,,0.5650146007537842,0.6918761134147644,,
,0.0005,1044,,,,,,
7,,1044,,,0.5657811760902405,0.6629256010055542,,
,0.0005,1049,,,,,,
7,,1049,,,0.566361665725708,1.0964117050170898,,
,0.0005,1054,,,,,,
7,,1054,,,0.5670552849769592,0.8614155054092407,,
,0.0005,1059,,,,,,
7,,1059,,,0.5679785013198853,0.5860324501991272,,
,0.0005,1064,,,,,,
7,,1064,,,0.5681290626525879,0.6556297540664673,,
,0.0005,1069,,,,,,
7,,1069,,,0.5687169432640076,0.9401917457580566,,
,0.0005,1074,,,,,,
7,,1074,,,0.5692410469055176,0.8223835825920105,,
,0.0005,1079,,,,,,
7,,1079,,,0.5697603821754456,0.8971342444419861,,
,0.0005,1084,,,,,,
7,,1084,,,0.5704190731048584,0.5318499207496643,,
,0.0005,1089,,,,,,
7,,1089,,,0.5712440013885498,0.6203646659851074,,
,0.0005,1094,,,,,,
7,,1094,,,0.5715183615684509,1.1132850646972656,,
,0.0005,1099,,,,,,
7,,1099,,,0.5719324946403503,0.8752519488334656,,
,0.0005,1104,,,,,,
7,,1104,,,0.5726827383041382,0.5987353324890137,,
,0.0005,1109,,,,,,
7,,1109,,,0.5735107660293579,0.7097902297973633,,
,0.0005,1114,,,,,,
7,,1114,,,0.5740225911140442,0.6917464137077332,,
,0.0005,1119,,,,,,
7,,1119,,,0.5747534036636353,0.8193463087081909,,
,0.0005,1124,,,,,,
7,,1124,,,0.5749770402908325,0.9429910778999329,,
,0.0005,1129,,,,,,
7,,1129,,,0.5754202604293823,0.8474874496459961,,
,0.0005,1134,,,,,,
7,,1134,,,0.5757216215133667,0.770049512386322,,
,0.0005,1139,,,,,,
7,,1139,,,0.5760478973388672,0.6774246692657471,,
,0.0005,1144,,,,,,
7,,1144,,,0.5766445398330688,0.6639334559440613,,
,0.0005,1149,,,,,,
7,,1149,,,0.5770999193191528,0.6412761211395264,,
,0.0005,1154,,,,,,
7,,1154,,,0.5773617625236511,0.7275975942611694,,
,0.0005,1159,,,,,,
7,,1159,,,0.5777843594551086,0.7948426008224487,,
7,,1159,,,,,0.6336622834205627,0.7215001583099365
,0.0005,1164,,,,,,
8,,1164,,,0.5786320567131042,0.6218575835227966,,
,0.0005,1169,,,,,,
8,,1169,,,0.5792852640151978,0.7014740705490112,,
,0.0005,1174,,,,,,
8,,1174,,,0.5798529982566833,0.8926941752433777,,
,0.0005,1179,,,,,,
8,,1179,,,0.5806015133857727,0.6757419109344482,,
,0.0005,1184,,,,,,
8,,1184,,,0.5812380909919739,0.5876404047012329,,
,0.0005,1189,,,,,,
8,,1189,,,0.5817904472351074,0.5597139596939087,,
,0.0005,1194,,,,,,
8,,1194,,,0.5822857618331909,0.7040435671806335,,
,0.0005,1199,,,,,,
8,,1199,,,0.5828812718391418,0.74111008644104,,
,0.0005,1204,,,,,,
8,,1204,,,0.5832640528678894,0.738588273525238,,
,0.0005,1209,,,,,,
8,,1209,,,0.5839282274246216,0.6269323229789734,,
,0.0005,1214,,,,,,
8,,1214,,,0.5841747522354126,0.7082662582397461,,
,0.0005,1219,,,,,,
8,,1219,,,0.5846500992774963,0.9262141585350037,,
,0.0005,1224,,,,,,
8,,1224,,,0.5848150253295898,1.1087396144866943,,
,0.0005,1229,,,,,,
8,,1229,,,0.5850549340248108,0.926575243473053,,
,0.0005,1234,,,,,,
8,,1234,,,0.5855209827423096,0.5572326183319092,,
,0.0005,1239,,,,,,
8,,1239,,,0.5859580039978027,0.7957596182823181,,
,0.0005,1244,,,,,,
8,,1244,,,0.5863663554191589,0.8358025550842285,,
,0.0005,1249,,,,,,
8,,1249,,,0.5868465900421143,0.909015953540802,,
,0.0005,1254,,,,,,
8,,1254,,,0.587123453617096,0.931404709815979,,
,0.0005,1259,,,,,,
8,,1259,,,0.5873733162879944,0.8149642944335938,,
,0.0005,1264,,,,,,
8,,1264,,,0.5878933072090149,0.8046644926071167,,
,0.0005,1269,,,,,,
8,,1269,,,0.5882121324539185,0.9205266237258911,,
,0.0005,1274,,,,,,
8,,1274,,,0.5886510610580444,0.587464451789856,,
,0.0005,1279,,,,,,
8,,1279,,,0.5889888405799866,0.6890484690666199,,
,0.0005,1284,,,,,,
8,,1284,,,0.5892753005027771,0.725834846496582,,
,0.0005,1289,,,,,,
8,,1289,,,0.5896080136299133,0.8730179071426392,,
,0.0005,1294,,,,,,
8,,1294,,,0.5900347828865051,0.8014430999755859,,
,0.0005,1299,,,,,,
8,,1299,,,0.5906267762184143,0.7264295816421509,,
,0.0005,1304,,,,,,
8,,1304,,,0.5911696553230286,0.8240509033203125,,
8,,1304,,,,,0.645711362361908,0.663063108921051
,0.0005,1309,,,,,,
9,,1309,,,0.5917050838470459,0.5699059963226318,,
,0.0005,1314,,,,,,
9,,1314,,,0.5921412706375122,0.6148296594619751,,
,0.0005,1319,,,,,,
9,,1319,,,0.5926215648651123,0.45342832803726196,,
,0.0005,1324,,,,,,
9,,1324,,,0.5931218266487122,0.9582794904708862,,
,0.0005,1329,,,,,,
9,,1329,,,0.5938066244125366,0.6824444532394409,,
,0.0005,1334,,,,,,
9,,1334,,,0.594181478023529,0.6194146275520325,,
,0.0005,1339,,,,,,
9,,1339,,,0.594600260257721,0.964526891708374,,
,0.0005,1344,,,,,,
9,,1344,,,0.5948530435562134,1.0731056928634644,,
,0.0005,1349,,,,,,
9,,1349,,,0.595474898815155,0.7137036919593811,,
,0.0005,1354,,,,,,
9,,1354,,,0.5958842635154724,0.6223520636558533,,
,0.0005,1359,,,,,,
9,,1359,,,0.596428632736206,0.8307031393051147,,
,0.0005,1364,,,,,,
9,,1364,,,0.5969690680503845,0.5611697435379028,,
,0.0005,1369,,,,,,
9,,1369,,,0.597505509853363,0.698247492313385,,
,0.0005,1374,,,,,,
9,,1374,,,0.5979698300361633,0.6527978181838989,,
,0.0005,1379,,,,,,
9,,1379,,,0.5983400344848633,0.6161284446716309,,
,0.0005,1384,,,,,,
9,,1384,,,0.598775327205658,0.5017138719558716,,
,0.0005,1389,,,,,,
9,,1389,,,0.5990499258041382,0.6202725768089294,,
,0.0005,1394,,,,,,
9,,1394,,,0.5993673801422119,1.119289517402649,,
,0.0005,1399,,,,,,
9,,1399,,,0.5998390316963196,0.5656694173812866,,
,0.0005,1404,,,,,,
9,,1404,,,0.6001068949699402,0.8347082734107971,,
,0.0005,1409,,,,,,
9,,1409,,,0.600372850894928,0.7450517416000366,,
,0.0005,1414,,,,,,
9,,1414,,,0.6006590723991394,0.7785593867301941,,
,0.0005,1419,,,,,,
9,,1419,,,0.6011195182800293,0.5490885972976685,,
,0.0005,1424,,,,,,
9,,1424,,,0.6013351678848267,0.8719923496246338,,
,0.0005,1429,,,,,,
9,,1429,,,0.6018994450569153,0.6804733276367188,,
,0.0005,1434,,,,,,
9,,1434,,,0.6022199392318726,0.7008317708969116,,
,0.0005,1439,,,,,,
9,,1439,,,0.6025599241256714,0.5582952499389648,,
,0.0005,1444,,,,,,
9,,1444,,,0.6029408574104309,0.9581623673439026,,
,0.0005,1449,,,,,,
9,,1449,,,0.6031944751739502,0.7432648539543152,,
9,,1449,,,,,0.6568398475646973,0.6385918259620667
,0.0005,1454,,,,,,
10,,1454,,,0.6037427186965942,0.5814670920372009,,
,0.0005,1459,,,,,,
10,,1459,,,0.6041157841682434,0.782568097114563,,
,0.0005,1464,,,,,,
10,,1464,,,0.60459303855896,1.048667073249817,,
,0.0005,1469,,,,,,
10,,1469,,,0.604854166507721,0.6774697303771973,,
,0.0005,1474,,,,,,
10,,1474,,,0.605262041091919,0.5879903435707092,,
,0.0005,1479,,,,,,
10,,1479,,,0.6054980158805847,0.6004902124404907,,
,0.0005,1484,,,,,,
10,,1484,,,0.605816662311554,0.6703439354896545,,
,0.0005,1489,,,,,,
10,,1489,,,0.6060701608657837,0.7415934801101685,,
,0.0005,1494,,,,,,
10,,1494,,,0.6063847541809082,0.79567551612854,,
,0.0005,1499,,,,,,
10,,1499,,,0.6068015694618225,0.7674871683120728,,
,0.0005,1504,,,,,,
10,,1504,,,0.6071948409080505,0.8027730584144592,,
,0.0005,1509,,,,,,
10,,1509,,,0.6075025796890259,0.6561340689659119,,
,0.0005,1514,,,,,,
10,,1514,,,0.6077256798744202,0.5825213193893433,,
,0.0005,1519,,,,,,
10,,1519,,,0.608091413974762,0.7360964417457581,,
,0.0005,1524,,,,,,
10,,1524,,,0.6083931922912598,0.676561713218689,,
,0.0005,1529,,,,,,
10,,1529,,,0.608672559261322,0.8463907241821289,,
,0.0005,1534,,,,,,
10,,1534,,,0.6090112328529358,0.4760802090167999,,
,0.0005,1539,,,,,,
10,,1539,,,0.6093680262565613,0.6941534876823425,,
,0.0005,1544,,,,,,
10,,1544,,,0.6097832918167114,0.6761024594306946,,
,0.0005,1549,,,,,,
10,,1549,,,0.6098526120185852,0.6673165559768677,,
,0.0005,1554,,,,,,
10,,1554,,,0.6102434992790222,0.5045111179351807,,
,0.0005,1559,,,,,,
10,,1559,,,0.6103309988975525,0.7282066345214844,,
,0.0005,1564,,,,,,
10,,1564,,,0.6107778549194336,0.759876012802124,,
,0.0005,1569,,,,,,
10,,1569,,,0.6110225319862366,0.7009551525115967,,
,0.0005,1574,,,,,,
10,,1574,,,0.6110669374465942,0.787260115146637,,
,0.0005,1579,,,,,,
10,,1579,,,0.6114280223846436,0.8654376268386841,,
,0.0005,1584,,,,,,
10,,1584,,,0.6120039224624634,0.517343282699585,,
,0.0005,1589,,,,,,
10,,1589,,,0.6122613549232483,0.7505308985710144,,
,0.0005,1594,,,,,,
10,,1594,,,0.6125227808952332,0.7018043398857117,,
10,,1594,,,,,0.6674074530601501,0.6011624932289124
,0.0005,1599,,,,,,
11,,1599,,,0.612835705280304,0.8360939025878906,,
,0.0005,1604,,,,,,
11,,1604,,,0.6130101680755615,0.7985653877258301,,
,0.0005,1609,,,,,,
11,,1609,,,0.6133584976196289,0.6384044289588928,,
,0.0005,1614,,,,,,
11,,1614,,,0.6139953136444092,0.6866220831871033,,
,0.0005,1619,,,,,,
11,,1619,,,0.6142418384552002,0.7043522000312805,,
,0.0005,1624,,,,,,
11,,1624,,,0.6144290566444397,0.9927098751068115,,
,0.0005,1629,,,,,,
11,,1629,,,0.6148455142974854,0.7441803812980652,,
,0.0005,1634,,,,,,
11,,1634,,,0.6151828765869141,0.42508190870285034,,
,0.0005,1639,,,,,,
